ID,Full Name,Gender,Parent,School,Branch,Class,Level,Section,Password,Date of Birth,Place of Birth,Photo,Academic Year,Roll No,Price,Registration Fee,Total,Status
133,Aamina Xasan Maxamed,female,Jamiilo Warfaa,FARJANO ,,9aad,DUGSI SARE,,,,,,2026 - 2030,2703,19.0,5.0,24.0,active
128,Axmed Xasan Cali,male,Ahmed Rashid,FARJANO ,,4aad,DUGSI HOOSE,,,,,,2026 - 2035,2698,5.0,5.0,10.0,active
129,Sucaad Axmed Xasan,female,Jamiilo Warfaa,FARJANO ,,5aad,DUGSI DHEXE,,,,,,2026 - 2034,2699,12.0,5.0,17.0,active
130,Cabdiqani Xasan Maxamed,male,Ahmed Rashid,FARJANO ,,6aad,DUGSI DHEXE,,,,,,2026 - 2033,2700,12.0,5.0,17.0,active
125,Habiba Axmed Cali,female,Jamiilo Warfaa,FARJANO ,,1aad,DUGSI HOOSE,,,,,,2026 - 2038,2695,5.0,5.0,10.0,active
126,Cabdirahman Xasan Nuur,male,Ahmed Rashid,FARJANO ,,2aad,DUGSI HOOSE,,,,,,2026 - 2037,2696,5.0,5.0,10.0,active
127,Farxiya Cabdi Maxamed,female,Caasho warfa,FARJANO ,,3aad,DUGSI HOOSE,,,,,,2026 - 2036,2697,5.0,5.0,10.0,active
122,Cabdisalan Xasan Maxamed,male,Ahmed Rashid,FARJANO ,,10aad,DUGSI SARE,,,,,,2026 - 2029,2692,19.0,5.0,24.0,active
123,Deeqa Cabdi Xasan,female,Caasho warfa,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2693,19.0,5.0,24.0,active
124,Abdiqadir Xasan Maxamed,male,Ahmed Rashid,FARJANO ,,12aad,DUGSI SARE,,,,,,2026 - 2027,2694,19.0,5.0,24.0,active
119,Ayaan Axmed Xasan,female,Caasho warfa,FARJANO ,,7aad,DUGSI DHEXE,A,,,,,2026 - 2032,2689,12.0,5.0,17.0,active
120,Mustafa Xasan Maxamed,male,Ahmed Rashid,FARJANO ,,8aad,DUGSI DHEXE,,,,,,2026 - 2031,2690,12.0,5.0,17.0,active
121,Nimco Axmed Cali,female,Jamiilo Warfaa,FARJANO ,,9aad,DUGSI SARE,,,,,,2026 - 2030,2691,19.0,5.0,24.0,active
116,Abdinasir Xasan Nuur,male,Ahmed Rashid,FARJANO ,,4aad,DUGSI HOOSE,,,,,,2026 - 2035,2686,5.0,5.0,10.0,active
117,Fowsiya Cabdi Maxamed,female,Jamiilo Warfaa,FARJANO ,,5aad,DUGSI DHEXE,,,,,,2026 - 2034,2687,12.0,5.0,17.0,active
118,Cabdiraxman Xasan Cali,male,Ahmed Rashid,FARJANO ,,6aad,DUGSI DHEXE,,,,,,2026 - 2033,2688,12.0,5.0,17.0,active
113,Hibo Cabdi Xasan,female,Jamiilo Warfaa,FARJANO ,,1aad,DUGSI HOOSE,,,,,,2026 - 2038,2683,5.0,5.0,10.0,active
114,Cabdikariim Xasan Cali,male,Ahmed Rashid,FARJANO ,,2aad,DUGSI HOOSE,,,,,,2026 - 2037,2684,5.0,5.0,10.0,active
115,Sahra Axmed Maxamed,female,Caasho warfa,FARJANO ,,3aad,DUGSI HOOSE,,,,,,2026 - 2036,2685,5.0,5.0,10.0,active
110,Cabdalla Xasan Maxamed,male,Ahmed Rashid,FARJANO ,,10aad,DUGSI SARE,,,,,,2026 - 2029,2680,19.0,5.0,24.0,active
111,Faduma Axmed Cali,female,Caasho warfa,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2681,19.0,5.0,24.0,active
112,Yuusuf Xasan Maxamed,male,Ahmed Rashid,FARJANO ,,12aad,DUGSI SARE,,,,,,2026 - 2027,2682,19.0,5.0,24.0,active
107,Ifrah Axmed Xasan,female,Caasho warfa,FARJANO ,,7aad,DUGSI DHEXE,A,,,,,2026 - 2032,2677,12.0,5.0,17.0,active
108,Mahad Maxamed Cali,male,Ahmed Rashid,FARJANO ,,8aad,DUGSI DHEXE,,,,,,2026 - 2031,2678,12.0,5.0,17.0,active
109,Rooda Cabdi Xasan,female,Jamiilo Warfaa,FARJANO ,,9aad,DUGSI SARE,,,,,,2026 - 2030,2679,19.0,5.0,24.0,active
104,Maxamed Xasan Nuur,male,Ahmed Rashid,FARJANO ,,4aad,DUGSI HOOSE,,,,,,2026 - 2035,2674,5.0,5.0,10.0,active
105,Hodan Cabdi Maxamed,female,Jamiilo Warfaa,FARJANO ,,5aad,DUGSI DHEXE,,,,,,2026 - 2034,2675,12.0,5.0,17.0,active
106,Cabdiwali Xasan Cali,male,Ahmed Rashid,FARJANO ,,6aad,DUGSI DHEXE,,,,,,2026 - 2033,2676,12.0,5.0,17.0,active
101,Nasteexo Axmed Maxamed,female,Jamiilo Warfaa,FARJANO ,,1aad,DUGSI HOOSE,,,,,,2026 - 2038,2671,5.0,5.0,10.0,active
102,Cabdifitaax Xasan Cali,male,Ahmed Rashid,FARJANO ,,2aad,DUGSI HOOSE,,,,,,2026 - 2037,2672,5.0,5.0,10.0,active
103,Fadumo Cabdi Xasan,female,Caasho warfa,FARJANO ,,3aad,DUGSI HOOSE,,,,,,2026 - 2036,2673,5.0,5.0,10.0,active
98,Cabdulahi Xasan Maxamed,male,Ahmed Rashid,FARJANO ,,10aad,DUGSI SARE,,,,,,2026 - 2029,2668,19.0,5.0,24.0,active
99,Safiya Cabdi Xasan,female,Caasho warfa,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2669,19.0,5.0,24.0,active
100,Abdirahman Maxamed Cali,male,Ahmed Rashid,FARJANO ,,12aad,DUGSI SARE,,,,,,2026 - 2027,2670,19.0,5.0,24.0,active
96,Yaxye Maxamed Xasan,male,Ahmed Rashid,FARJANO ,,8aad,DUGSI DHEXE,,,,,,2026 - 2031,2666,12.0,5.0,17.0,active
97,Deeqa Axmed Cali,female,Jamiilo Warfaa,FARJANO ,,9aad,DUGSI SARE,,,,,,2026 - 2030,2667,19.0,5.0,24.0,active
93,Fartuun Maxamed Cali,female,Jamiilo Warfaa,FARJANO ,,5aad,DUGSI DHEXE,,,,,,2026 - 2034,2663,12.0,5.0,17.0,active
94,Cabdirisaaq Axmed Xasan,male,Ahmed Rashid,FARJANO ,,6aad,DUGSI DHEXE,,,,,,2026 - 2033,2664,12.0,5.0,17.0,active
95,Aamina Cabdi Maxamed,female,Caasho warfa,FARJANO ,,7aad,DUGSI DHEXE,A,,,,,2026 - 2032,2665,12.0,5.0,17.0,active
90,Cabdinaasir Xasan Cali,male,Ahmed Rashid,FARJANO ,,2aad,DUGSI HOOSE,,,,,,2026 - 2037,2660,5.0,5.0,10.0,active
91,Samiiro Axmed Xasan,female,Caasho warfa,FARJANO ,,3aad,DUGSI HOOSE,,,,,,2026 - 2036,2661,5.0,5.0,10.0,active
92,Maxamuud Cabdi Nuur,male,Ahmed Rashid,FARJANO ,,4aad,DUGSI HOOSE,,,,,,2026 - 2035,2662,5.0,5.0,10.0,active
87,Hani Axmed Cali,female,Caasho warfa,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2657,19.0,5.0,24.0,active
88,Abdullahi Maxamed Nuur,male,Ahmed Rashid,FARJANO ,,12aad,DUGSI SARE,,,,,,2026 - 2027,2658,19.0,5.0,24.0,active
89,Raxma Cabdi Maxamed,female,Jamiilo Warfaa,FARJANO ,,1aad,DUGSI HOOSE,,,,,,2026 - 2038,2659,5.0,5.0,10.0,active
84,Shariif Axmed Maxamed,male,Ahmed Rashid,FARJANO ,,8aad,DUGSI DHEXE,,,,,,2026 - 2031,2654,12.0,5.0,17.0,active
85,Ugbaad Cabdi Nuur,female,Jamiilo Warfaa,FARJANO ,,9aad,DUGSI SARE,,,,,,2026 - 2030,2655,19.0,5.0,24.0,active
86,Cabdifaarax Maxamed Xasan,male,Ahmed Rashid,FARJANO ,,10aad,DUGSI SARE,,,,,,2026 - 2029,2656,19.0,5.0,24.0,active
81,Fadumo Axmed Cabdi,female,Jamiilo Warfaa,FARJANO ,,5aad,DUGSI DHEXE,,,,,,2026 - 2034,2651,12.0,5.0,17.0,active
82,Abdinasir Maxamed Cali,male,Ahmed Rashid,FARJANO ,,6aad,DUGSI DHEXE,,,,,,2026 - 2033,2652,12.0,5.0,17.0,active
83,Fowsiyo Cabdi Xasan,female,Caasho warfa,FARJANO ,,7aad,DUGSI DHEXE,A,,,,,2026 - 2032,2653,12.0,5.0,17.0,active
78,Cabdiqadir Maxamed Xasan,male,Ahmed Rashid,FARJANO ,,2aad,DUGSI HOOSE,,,,,,2026 - 2037,2648,5.0,5.0,10.0,active
79,Nimco Cabdi Cali,female,Caasho warfa,FARJANO ,,3aad,DUGSI HOOSE,,,,,,2026 - 2036,2649,5.0,5.0,10.0,active
80,Xasan Maxamed Nuur,male,Ahmed Rashid,FARJANO ,,4aad,DUGSI HOOSE,,,,,,2026 - 2035,2650,5.0,5.0,10.0,active
75,Rooda Axmed Xasan,female,Caasho warfa,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2645,19.0,5.0,24.0,active
76,Ismaaciil Cabdi Maxamed,male,Ahmed Rashid,FARJANO ,,12aad,DUGSI SARE,,,,,,2026 - 2027,2646,19.0,5.0,24.0,active
77,Haboon Xasan Cali,female,Jamiilo Warfaa,FARJANO ,,1aad,DUGSI HOOSE,,,,,,2026 - 2038,2647,5.0,5.0,10.0,active
72,Cabdirashiid Maxamed Xasan,male,Ahmed Rashid,FARJANO ,,8aad,DUGSI DHEXE,,,,,,2026 - 2031,2642,12.0,5.0,17.0,active
73,Warsan Cabdi Cali,female,Jamiilo Warfaa,FARJANO ,,9aad,DUGSI SARE,,,,,,2026 - 2030,2643,19.0,5.0,24.0,active
74,Cabdalla Maxamed Nuur,male,Ahmed Rashid,FARJANO ,,10aad,DUGSI SARE,,,,,,2026 - 2029,2644,19.0,5.0,24.0,active
69,Sucaad Cabdi Maxamed,female,Jamiilo Warfaa,FARJANO ,,5aad,DUGSI DHEXE,,,,,,2026 - 2034,2639,12.0,5.0,17.0,active
70,Xasan Cabdi Nuur,male,Ahmed Rashid,FARJANO ,,6aad,DUGSI DHEXE,,,,,,2026 - 2033,2640,12.0,5.0,17.0,active
71,Aamina Axmed Cali,female,Caasho warfa,FARJANO ,,7aad,DUGSI DHEXE,A,,,,,2026 - 2032,2641,12.0,5.0,17.0,active
66,Abdiwali Maxamed Xasan,male,Ahmed Rashid,FARJANO ,,2aad,DUGSI HOOSE,,,,,,2026 - 2037,2636,5.0,5.0,10.0,active
67,Farxiyo Cabdi Cali,female,Caasho warfa,FARJANO ,,3aad,DUGSI HOOSE,,,,,,2026 - 2036,2637,5.0,5.0,10.0,active
68,Maxamed Aadan Xasan,male,Ahmed Rashid,FARJANO ,,4aad,DUGSI HOOSE,,,,,,2026 - 2035,2638,5.0,5.0,10.0,active
63,Deeqo Maxamed Cabdi,female,Caasho warfa,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2633,19.0,5.0,24.0,active
64,Saalax Cabdi Nuur,male,Ahmed Rashid,FARJANO ,,12aad,DUGSI SARE,,,,,,2026 - 2027,2634,19.0,5.0,24.0,active
65,Naciimo Axmed Cali,female,Jamiilo Warfaa,FARJANO ,,1aad,DUGSI HOOSE,,,,,,2026 - 2038,2635,5.0,5.0,10.0,active
60,Mustafe Xasan Cabdi,male,Ahmed Rashid,FARJANO ,,8aad,DUGSI DHEXE,,,,,,2026 - 2031,2630,12.0,5.0,17.0,active
61,Hibo Maxamed Cali,female,Jamiilo Warfaa,FARJANO ,,9aad,DUGSI SARE,,,,,,2026 - 2030,2631,19.0,5.0,24.0,active
62,Cabdisalaan Axmed Xasan,male,Ahmed Rashid,FARJANO ,,10aad,DUGSI SARE,,,,,,2026 - 2029,2632,19.0,5.0,24.0,active
57,Khadra Maxamed Warsame,female,Jamiilo Warfaa,FARJANO ,,5aad,DUGSI DHEXE,,,,,,2026 - 2034,2627,12.0,5.0,17.0,active
58,Abdikariim Axmed Cali,male,Ahmed Rashid,FARJANO ,,6aad,DUGSI DHEXE,,,,,,2026 - 2033,2628,12.0,5.0,17.0,active
59,Luul Cabdi Maxamed,female,Caasho warfa,FARJANO ,,7aad,DUGSI DHEXE,A,,,,,2026 - 2032,2629,12.0,5.0,17.0,active
54,Cabdifitaax Maxamed Nuur,male,Ahmed Rashid,FARJANO ,,2aad,DUGSI HOOSE,,,,,,2026 - 2037,2624,5.0,5.0,10.0,active
55,Shamso Cabdi Cali,female,Caasho warfa,FARJANO ,,3aad,DUGSI HOOSE,,,,,,2026 - 2036,2625,5.0,5.0,10.0,active
56,Axmed Cabdi Xasan,male,Ahmed Rashid,FARJANO ,,4aad,DUGSI HOOSE,,,,,,2026 - 2035,2626,5.0,5.0,10.0,active
51,Najma Axmed Cabdi,female,Caasho warfa,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2621,19.0,5.0,24.0,active
52,Yuusuf Maxamed Cali,male,Ahmed Rashid,FARJANO ,,12aad,DUGSI SARE,,,,,,2026 - 2027,2622,19.0,5.0,24.0,active
53,Ifrah Cabdiqadir Xasan,female,Jamiilo Warfaa,FARJANO ,,1aad,DUGSI HOOSE,,,,,,2026 - 2038,2623,5.0,5.0,10.0,active
48,Ilyaas Cabdi Maxamed,male,Ahmed Rashid,FARJANO ,,8aad,DUGSI DHEXE,,,,,,2026 - 2029,2618,12.0,5.0,17.0,active
49,Ayaan Xasan Cali,female,Jamiilo Warfaa,FARJANO ,,9aad,DUGSI SARE,,,,,,2026 - 2028,2619,19.0,5.0,24.0,active
50,Mahad Cabdi Nuur,male,Ahmed Rashid,FARJANO ,,10aad,DUGSI SARE,,,,,,2026 - 2027,2620,19.0,5.0,24.0,active
45,Hodan Axmed Warsame,female,Jamiilo Warfaa,FARJANO ,,5aad,DUGSI DHEXE,,,,,,2026 - 2032,2615,12.0,5.0,17.0,active
46,Cabdiraxmaan Cali Xasan,male,Ahmed Rashid,FARJANO ,,6aad,DUGSI DHEXE,,,,,,2026 - 2031,2616,12.0,5.0,17.0,active
47,Sahra Maxamed Nuur,female,Caasho warfa,FARJANO ,,7aad,DUGSI DHEXE,A,,,,,2026 - 2030,2617,12.0,5.0,17.0,active
42,Abdiqani Maxamed Xasan,male,Ahmed Rashid,FARJANO ,,2aad,DUGSI HOOSE,,,,,,2026 - 2035,2612,5.0,5.0,10.0,active
43,Fartuun Cabdi Cali,female,Caasho warfa,FARJANO ,,3aad,DUGSI HOOSE,,,,,,2026 - 2034,2613,5.0,5.0,10.0,active
44,Maxamed Cabdiqadir Nuur,male,Ahmed Rashid,FARJANO ,,4aad,DUGSI HOOSE,,,,,,2026 - 2033,2614,5.0,5.0,10.0,active
39,Daadir Daahir Ali,male,Jamiilo Warfaa,FARJANO ,,8aad,DUGSI DHEXE,,,,,,2026 - 2031,2603,12.0,5.0,17.0,active
40,Samiro Abdi Aden,female,Ahmed Rashid,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2602,19.0,5.0,24.0,active
41,Ahmed Rashid Ali,male,Ahmed Rashid,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2601,19.0,0.0,19.0,active
36,Hassan Warfaa Muuse,male,Ahmed Rashid,FARJANO ,,7aad,DUGSI DHEXE,A,,,,,2026 - 2032,2606,12.0,5.0,17.0,active
37,Mahdi Warfaa Jaamac,male,Ahmed Rashid,FARJANO ,,7aad,DUGSI DHEXE,A,,,,,2026 - 2032,2605,12.0,5.0,17.0,active
38,Mascud Hassan,male,Jamiilo Warfaa,FARJANO ,,8aad,DUGSI DHEXE,,,,,,2026 - 2027,2604,12.0,5.0,17.0,active
33,Mohamed Muuse,male,Ahmed Rashid,FARJANO ,,1aad,DUGSI HOOSE,,,,,,2026 - 2038,2609,5.0,5.0,10.0,active
34,Bishaaro Ali,,Ahmed Rashid,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2608,19.0,5.0,24.0,active
35,Caasho Warfaa Asad,female,Ahmed Rashid,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2607,19.0,5.0,24.0,active
31,Nasro Abdirahman Ali,female,Caasho warfa,FARJANO ,,12aad,DUGSI SARE,,,,,,2026 - 2027,2611,19.0,5.0,24.0,active
32,Jamaac Abdirahman Ali,male,Caasho warfa,FARJANO ,,1aad,DUGSI HOOSE,,,,,,2026 - 2038,2610,5.0,5.0,10.0,active
30,Nasro Abdirahman Ali,female,Caasho warfa,FARJANO ,,12aad,DUGSI SARE,,,,,,2026 - 2027,2611,19.0,5.0,24.0,active
29,Jamaac Abdirahman Ali,male,Caasho warfa,FARJANO ,,1aad,DUGSI HOOSE,,,,,,2026 - 2038,2610,5.0,5.0,10.0,active
28,Mohamed Muuse,male,Ahmed Rashid,FARJANO ,,1aad,DUGSI HOOSE,,,,,,2026 - 2038,2609,5.0,5.0,10.0,active
27,Bishaaro Ali,,Ahmed Rashid,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2608,19.0,5.0,24.0,active
26,Caasho Warfaa Asad,female,Ahmed Rashid,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2607,19.0,5.0,24.0,active
25,Hassan Warfaa Muuse,male,Ahmed Rashid,FARJANO ,,7aad,DUGSI DHEXE,A,,,,,2026 - 2032,2606,12.0,5.0,17.0,active
21,Mahdi Warfaa Jaamac,male,Ahmed Rashid,FARJANO ,,7aad,DUGSI DHEXE,A,,,,,2026 - 2032,2605,12.0,5.0,17.0,active
6,Mascud Hassan,male,Jamiilo Warfaa,FARJANO ,,8aad,DUGSI DHEXE,,,,,,2026 - 2027,2604,12.0,5.0,17.0,active
3,Daadir Daahir Ali,male,Jamiilo Warfaa,FARJANO ,,8aad,DUGSI DHEXE,,,,,,2026 - 2031,2603,12.0,5.0,17.0,active
2,Samiro Abdi Aden,female,Ahmed Rashid,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2602,19.0,5.0,24.0,active
1,Ahmed Rashid Ali,male,Ahmed Rashid,FARJANO ,,11aad,DUGSI SARE,,,,,,2026 - 2028,2601,19.0,0.0,19.0,active
